POINTID,ZIPCODE,LATITUDE,LONGITUDE,POINTTYPE,TESTCENTERID,TCTYPE,INSTITUTION,POPULATION,ave_u,ave_ca,ave_as,ave_e
347086,85213,33.43,-111.77,TESTCENTER,2270833,HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL,,0.609723019,481.4777778,290.1816667,3304.366389
347087,85213,33.4487329,-111.7690146,ZIP,,,,2566,0,0,0,0
347088,85205,33.4324202,-111.7185116,ZIP,,,,2497,0,0,0,0
347089,85131,32.6725108,-111.5472781,ZIP,,,,1051,0,0,0,0
347090,85141,32.6430009,-111.4370935,ZIP,,,,38,0,0,0,0
347091,85194,32.9011078,-111.628056,ZIP,,,,332,0,0,0,0
347092,85128,32.9899342,-111.5379567,ZIP,,,,1227,0,0,0,0
347093,85145,32.5459981,-111.3475852,ZIP,,,,91,0,0,0,0
347094,85132,32.9267824,-111.2150974,ZIP,,,,1525,0,0,0,0
347095,85142,33.1999903,-111.6362938,ZIP,,,,3535,0,0,0,0
347096,85140,33.2445313,-111.5438122,ZIP,,,,2330,0,0,0,0
347097,85143,33.1586612,-111.5190497,ZIP,,,,2266,0,0,0,0
347098,85212,33.3223239,-111.6353419,ZIP,,,,2113,0,0,0,0
347099,85212,33.34288,-111.621592,TESTCENTER,2270093,HIGH SCHOOL,DESERT RIDGE HIGH SCHOOL,,0.276239013,493,136.1858333,876.8741667
347100,85209,33.3754499,-111.6386696,ZIP,,,,2251,0,0,0,0
347101,85208,33.4033068,-111.6280633,ZIP,,,,2040,0,0,0,0
347102,85120,33.4023861,-111.5678778,ZIP,,,,1406,0,0,0,0
347103,85220,33.415211,-111.571818,TESTCENTER,2270834,HIGH SCHOOL,APACHE JUNCTION HIGH SCHOOL,,0.21352591,291.4285714,62.76214286,507.012
347104,85207,33.4545859,-111.6379719,ZIP,,,,3053,0,0,0,0
347105,85215,33.5118956,-111.5793965,ZIP,,,,897,0,0,0,0
347106,85119,33.4096855,-111.50196,ZIP,,,,1088,0,0,0,0
347107,85118,33.4017827,-111.3517767,ZIP,,,,362,0,0,0,0
347108,85122,33.328646,-111.328034,TESTCENTER,2270836,HIGH SCHOOL,CASA GRANDE,,0.167239583,408,68.23375,497.02125
347109,85128,33.328646,-111.328034,TESTCENTER,2272517,HIGH SCHOOL,COOLIDGE HIGH SCHOOL,,0.214700047,192.525,41.5025,380.5725
347110,85122,33.328646,-111.328034,TESTCENTER,2272946,HIGH SCHOOL,MISSION HEIGHTS PREPARATORY HIGH SCH,,0.148267974,255,37.80833333,340.175
347111,85621,31.38,-110.94,TESTCENTER,2270870,HIGH SCHOOL,NOGALES HIGH SCHOOL,,0.203864924,255,51.98555556,368.0661111
347112,85621,31.3879784,-110.9120012,ZIP,,,,2125,0,0,0,0
347113,85615,31.402633,-110.2117243,ZIP,,,,571,0,0,0,0
347114,85620,31.3372825,-109.9413252,ZIP,,,,89,0,0,0,0
347115,85603,31.408557,-109.911736,TESTCENTER,2272022,HIGH SCHOOL,BISBEE HIGH SCHOOL,,0.064617647,170,10.985,364.43
347116,85603,31.4326689,-109.9190564,ZIP,,,,407,0,0,0,0
347117,85608,31.4569114,-109.5809357,ZIP,,,,51,0,0,0,0
347118,85626,31.3578103,-109.5666789,ZIP,,,,111,0,0,0,0
347119,85607,31.35111,-109.544698,TESTCENTER,2270867,2 YR COMM COLLEGE,COCHISE COLLEGE,,0.084882353,34,2.886,120.384
347120,85607,31.35111,-109.544698,TESTCENTER,2273468,HIGH SCHOOL,DOUGLAS HIGH SCHOOL,,0.212982537,108.8,23.1725,180.7025
347121,85648,31.4904412,-111.0380959,ZIP,,,,1808,0,0,0,0
347122,85640,31.5572311,-111.0477044,ZIP,,,,21,0,0,0,0
347123,85646,31.6473182,-110.9406893,ZIP,,,,29,0,0,0,0
347124,85622,31.8268505,-111.0755107,ZIP,,,,30,0,0,0,0
347125,85629,31.917849,-111.0190488,ZIP,,,,1457,0,0,0,0
347126,85614,31.8143006,-110.9194,ZIP,,,,316,0,0,0,0
347127,85629,31.945169,-111.000154,TESTCENTER,2270871,HIGH SCHOOL,SAHUARITA HIGH SCHOOL,,0.35008095,92.65,32.435,235.675
347128,85624,31.5049712,-110.6929992,ZIP,,,,57,0,0,0,0
347129,85637,31.7194658,-110.6908509,ZIP,,,,57,0,0,0,0
347130,85746,32.0916103,-111.0442938,ZIP,,,,3680,0,0,0,0
347131,85757,32.1285169,-111.1220583,ZIP,,,,1404,0,0,0,0
347132,85756,32.0792592,-110.8989212,ZIP,,,,2563,0,0,0,0
347133,85713,32.1945703,-111.014995,ZIP,,,,3983,0,0,0,0
347134,85713,32.18,-110.97,TESTCENTER,2270881,HIGH SCHOOL,PUEBLO HIGH SCHOOL,,0.161257353,340,54.8275,769.77725
347135,85701,32.216958,-110.9709988,ZIP,,,,218,0,0,0,0
347136,85706,32.139172,-110.945127,TESTCENTER,2270975,HIGH SCHOOL,SUNNYSIDE HIGH SCHOOL,,0.164220588,340,55.835,658.0077778
347137,85714,32.1673952,-110.9508636,ZIP,,,,1302,0,0,0,0
347138,85706,32.1476191,-110.933338,ZIP,,,,5189,0,0,0,0
347139,85706,32.13,-110.9,TESTCENTER,2270879,HIGH SCHOOL,DESERT VIEW HIGH SCHOOL,,0.483581658,90.22142857,43.11357143,299.4671429
347140,85716,32.2415401,-110.9232009,ZIP,,,,1821,0,0,0,0
347141,85745,32.2539077,-111.0801403,ZIP,,,,2800,0,0,0,0
347142,85741,32.3352906,-111.0417587,ZIP,,,,2389,0,0,0,0
347143,85742,32.3937207,-111.0653968,ZIP,,,,1977,0,0,0,0
347144,85705,32.271329,-110.9937116,ZIP,,,,4241,0,0,0,0
347145,85705,32.27,-110.99,TESTCENTER,2270876,HIGH SCHOOL,FLOWING WELLS HIGH SCHOOL,,0.193936581,680,131.876875,1025.265656
347146,85705,32.26,-110.97,TESTCENTER,2270877,HIGH SCHOOL,AMPHITHEATER HIGH SCHOOL,,0.152813726,680,103.9133333,851.5955556
347147,85704,32.33942,-110.9849966,ZIP,,,,1625,0,0,0,0
347148,85719,32.2467191,-110.9486573,ZIP,,,,7756,0,0,0,0
347149,85719,32.247426,-110.949142,TESTCENTER,2272423,4 YR COLLEGE/UNIVERSITY,UNIVERSITY OF ARIZONA,,0.556101492,289,160.6294444,4231.579306
347150,85718,32.3333044,-110.9166066,ZIP,,,,1478,0,0,0,0
347151,85755,32.4682513,-110.9814384,ZIP,,,,795,0,0,0,0
347152,85737,32.4146149,-110.9465615,ZIP,,,,1493,0,0,0,0
347153,85747,32.0949667,-110.7654384,ZIP,,,,1675,0,0,0,0
347154,85707,32.1792037,-110.886913,ZIP,,,,144,0,0,0,0
347155,85708,32.1819235,-110.8664072,ZIP,,,,122,0,0,0,0
347156,85711,32.2152345,-110.8833944,ZIP,,,,2844,0,0,0,0
347157,85710,32.2141354,-110.8237253,ZIP,,,,3549,0,0,0,0
347158,85710,32.22,-110.8,TESTCENTER,2270880,HIGH SCHOOL,SAHUARO HIGH SCHOOL,,0.180343137,510,91.975,705.5033333
347159,85747,32.071142,-110.667337,TESTCENTER,2270124,HIGH SCHOOL,EMPIRE HIGH SCHOOL,,0.633994787,194.31,123.4783333,821.2416667
347160,85730,32.1815443,-110.7465516,ZIP,,,,2748,0,0,0,0
347161,85748,32.2189282,-110.7521102,ZIP,,,,1126,0,0,0,0
347162,85712,32.2528858,-110.886567,ZIP,,,,1474,0,0,0,0
347163,85715,32.2467215,-110.8361784,ZIP,,,,1058,0,0,0,0
347164,85750,32.3001292,-110.8359956,ZIP,,,,1341,0,0,0,0
347165,85749,32.2895843,-110.7335284,ZIP,,,,1362,0,0,0,0
347166,85611,31.6651675,-110.5102856,ZIP,,,,58,0,0,0,0
347167,85613,31.5678727,-110.3768435,ZIP,,,,878,0,0,0,0
347168,85635,31.536467,-110.266565,TESTCENTER,2270875,HIGH SCHOOL,BUENA HIGH SCHOOL,,0.094165033,340,32.01611111,332.3038889
347169,85616,31.7019938,-110.3226536,ZIP,,,,329,0,0,0,0
347170,85650,31.5007073,-110.2018353,ZIP,,,,983,0,0,0,0
347171,85635,31.5710113,-110.1702349,ZIP,,,,2134,0,0,0,0
347172,85630,31.897251,-110.215377,TESTCENTER,2270872,HIGH SCHOOL,SAINT DAVID HIGH SCHOOL,,0.164156493,101.065,15.665,135.52
347173,85630,31.8865722,-110.1810465,ZIP,,,,171,0,0,0,0
347174,85641,32.0490476,-110.6228499,ZIP,,,,1614,0,0,0,0
347175,85602,32.1674953,-110.4118746,ZIP,,,,515,0,0,0,0
347176,85627,32.0077865,-110.2355411,ZIP,,,,74,0,0,0,0
347177,85658,32.5510518,-111.1434464,ZIP,,,,273,0,0,0,0
347178,85739,32.6210724,-110.9896669,ZIP,,,,671,0,0,0,0
347179,85623,32.7062458,-110.8052106,ZIP,,,,250,0,0,0,0
347180,85135,33.0037715,-110.7855066,ZIP,,,,66,0,0,0,0
347181,85192,32.9629423,-110.6785309,ZIP,,,,153,0,0,0,0
347182,85137,33.1363767,-111.0225696,ZIP,,,,164,0,0,0,0
347183,85173,33.2701631,-111.123285,ZIP,,,,182,0,0,0,0
347184,85137,33.125935,-110.935749,TESTCENTER,2270840,HIGH SCHOOL,RAY DISTRICT HIGH SCHOOL,,0.014376471,595,8.554,132.528
347185,85539,33.340635,-110.8972236,ZIP,,,,269,0,0,0,0
347186,85501,33.402426,-110.789247,TESTCENTER,2270857,HIGH SCHOOL,GLOBE HIGH SCHOOL,,0.22810091,183.0333333,40.69,330.2566667
347187,85539,33.431928,-110.881182,TESTCENTER,2270858,HIGH SCHOOL,MIAMI HIGH SCHOOL,,0.089937699,172.55,15.51875,155.88375
347188,85631,32.5909111,-110.5512689,ZIP,,,,281,0,0,0,0
347189,85618,32.7197077,-110.5380942,ZIP,,,,125,0,0,0,0
347190,85631,32.5552,-110.3748,TESTCENTER,2270874,HIGH SCHOOL,SAN MANUEL HIGH SCHOOL,,0.112573029,89.25,10.04714286,135.1428571
347191,85550,33.36501,-110.457515,TESTCENTER,2273455,HIGH SCHOOL,SAN CARLOS SECONDARY SCHOOL,,0.057590264,493,28.392,283.448
347192,85530,33.0651741,-110.1996483,ZIP,,,,241,0,0,0,0
347193,85542,33.3246772,-110.3108464,ZIP,,,,354,0,0,0,0
347194,85638,31.7161717,-110.0516039,ZIP,,,,111,0,0,0,0
347195,85617,31.5196241,-109.7085926,ZIP,,,,83,0,0,0,0
347196,85610,31.7278234,-109.7335226,ZIP,,,,101,0,0,0,0
347197,85625,31.8870696,-109.614806,ZIP,,,,77,0,0,0,0
347198,85609,32.0692971,-110.0969069,ZIP,,,,12,0,0,0,0
347199,85606,32.0425543,-109.8989826,ZIP,,,,60,0,0,0,0
347200,85643,32.4072454,-109.96549,ZIP,,,,669,0,0,0,0
347201,85607,31.5207788,-109.3792198,ZIP,,,,1841,0,0,0,0
347202,85632,32.208167,-109.367152,TESTCENTER,2273064,HIGH SCHOOL,SAN SIMON HIGH SCHOOL,,0.077320261,102,7.886666667,182.82
347203,85605,32.3028124,-109.4815229,ZIP,,,,29,0,0,0,0
347204,85632,32.0935868,-109.1332319,ZIP,,,,39,0,0,0,0
347205,85543,32.9785732,-109.9893945,ZIP,,,,290,0,0,0,0
347206,85551,32.7243288,-109.588476,ZIP,,,,30,0,0,0,0
347207,85531,32.8841086,-109.790074,ZIP,,,,56,0,0,0,0
347208,85552,32.8199507,-109.7708304,ZIP,,,,809,0,0,0,0
347209,85552,32.819902,-109.730245,TESTCENTER,2270862,2 YR COMM COLLEGE,EASTERN ARIZONA COLLEGE,,0.245498807,173.4944444,42.42333333,301.5588889
347210,85536,33.1206511,-110.0159393,ZIP,,,,16,0,0,0,0
347211,85546,32.8137517,-109.3552302,ZIP,,,,1369,0,0,0,0
347212,85540,33.0028905,-109.3815478,ZIP,,,,251,0,0,0,0
347213,85534,32.7537823,-109.1416554,ZIP,,,,194,0,0,0,0
347214,85533,33.3539435,-109.4057828,ZIP,,,,193,0,0,0,0
347215,85540,33.043593,-109.311517,TESTCENTER,2270859,HIGH SCHOOL,MORENCI HIGH SCHOOL,,0.073915892,76.33,5.642,308.638
347216,88056,31.8442057,-108.9825237,ZIP,,,,8,0,0,0,0
347217,88020,31.7724101,-108.8394234,ZIP,,,,79,0,0,0,0
347218,88045,32.314032,-108.754657,TESTCENTER,2272864,HIGH SCHOOL,LORDSBURG HIGH SCHOOL,,0.164713245,79.9,13.16058824,149.3994118
347219,88045,32.3850889,-108.7560934,ZIP,,,,297,0,0,0,0
347220,88040,31.5972313,-108.3549772,ZIP,,,,5,0,0,0,0
347221,88028,32.9328197,-108.635947,ZIP,,,,21,0,0,0,0
347222,88039,33.2983496,-108.8032829,ZIP,,,,15,0,0,0,0
347223,88025,33.0468063,-108.7434483,ZIP,,,,14,0,0,0,0
347224,88061,32.6541965,-108.333572,ZIP,,,,1213,0,0,0,0
347225,88065,32.6774758,-108.3288768,ZIP,,,,34,0,0,0,0
347226,88061,32.789986,-108.274916,TESTCENTER,2271003,4 YR COLLEGE/UNIVERSITY,WESTERN NEW MEXICO UNIVERSITY,,0.551856771,114.0227778,55.78444444,854.0766667
347227,88023,32.7297332,-108.1445781,ZIP,,,,168,0,0,0,0
347228,88026,32.751993,-108.162999,ZIP,,,,107,0,0,0,0
347229,88043,32.610316,-108.1000958,ZIP,,,,108,0,0,0,0
347230,88022,32.8080018,-108.1764684,ZIP,,,,86,0,0,0,0
347231,88053,32.9025017,-108.2059251,ZIP,,,,2,0,0,0,0
347232,88038,33.1219696,-108.3830365,ZIP,,,,25,0,0,0,0
347233,88029,31.8448787,-107.6947225,ZIP,,,,172,0,0,0,0
347234,88030,32.26,-107.76,TESTCENTER,2271001,HIGH SCHOOL,DEMING HIGH SCHOOL,,0.402208462,323,129.9133333,620.5466667
347235,88030,32.1734564,-107.7274189,ZIP,,,,1765,0,0,0,0
347236,88021,31.9518869,-107.0162715,ZIP,,,,1853,0,0,0,0
347237,88004,32.2230961,-106.9874309,ZIP,,,,3,0,0,0,0
347238,88041,32.7899208,-107.9121823,ZIP,,,,51,0,0,0,0
347239,88042,32.8124784,-107.5783829,ZIP,,,,5,0,0,0,0
347240,88049,33.0309051,-107.9247337,ZIP,,,,18,0,0,0,0
347241,87943,33.369427,-107.7813851,ZIP,,,,13,0,0,0,0
347242,87939,33.4126774,-107.4885673,ZIP,,,,6,0,0,0,0
347243,87936,32.7528274,-107.2636137,ZIP,,,,26,0,0,0,0
347244,87941,32.7206909,-107.2196117,ZIP,,,,143,0,0,0,0
347245,87930,32.850682,-107.4435725,ZIP,,,,78,0,0,0,0
347246,87931,32.9534685,-107.4268402,ZIP,,,,30,0,0,0,0
347247,87933,32.7901821,-107.2779374,ZIP,,,,11,0,0,0,0
347248,87937,32.5912713,-107.1952182,ZIP,,,,327,0,0,0,0
347249,87937,32.658335,-107.159028,TESTCENTER,2271893,HIGH SCHOOL,HATCH VALLEY HIGH SCHOOL,,0.219775032,123.25,27.08727273,201.91
347250,87940,32.6215161,-107.0065409,ZIP,,,,59,0,0,0,0
347251,87942,33.0609878,-107.3489203,ZIP,,,,49,0,0,0,0
347252,87901,33.139478,-107.248794,TESTCENTER,2270991,HIGH SCHOOL,HOT SPRINGS HIGH SCHOOL,,0.076716387,340,26.08357143,216.5428571
347253,87935,33.2548025,-107.2292737,ZIP,,,,33,0,0,0,0
347254,87901,33.2159639,-107.0954357,ZIP,,,,316,0,0,0,0
347255,79853,31.4340582,-106.0632383,ZIP,,,,436,0,0,0,0
347256,79839,31.3331772,-105.9025458,ZIP,,,,222,0,0,0,0
347257,79851,31.193821,-105.321874,TESTCENTER,2270535,HIGH SCHOOL,SIERRA BLANCA HIGH SCHOOL,,0.114705882,85,9.75,46.05333333
347258,79851,31.2782791,-105.3116595,ZIP,,,,48,0,0,0,0
347259,88008,31.8393757,-106.6818026,ZIP,,,,483,0,0,0,0
347260,88008,31.85,-106.64,TESTCENTER,2272427,HIGH SCHOOL,SANTA TERESA HIGH SCHOOL,,0.645851456,154.615,98.94625,858.1375
347261,88063,31.8179878,-106.599103,ZIP,,,,1353,0,0,0,0
347262,79932,31.8749642,-106.6079881,ZIP,,,,2030,0,0,0,0
347263,79932,31.862334,-106.593186,TESTCENTER,2267332,HIGH SCHOOL,CANUTILLO HIGH SCHOOL,,0.246010452,612.7083333,155.1766667,951.1516667
347264,79821,31.9800534,-106.5987773,ZIP,,,,532,0,0,0,0
347265,79835,31.9364057,-106.5897253,ZIP,,,,1295,0,0,0,0
347266,88021,31.934505,-106.573452,TESTCENTER,2271000,HIGH SCHOOL,GADSDEN HIGH SCHOOL,,0.27388466,512,140.5758824,1324.4
347267,79902,31.783715,-106.4985444,ZIP,,,,1632,0,0,0,0
347268,79922,31.814165,-106.5612982,ZIP,,,,718,0,0,0,0
347269,79938,31.84,-106.55,TESTCENTER,2270543,HIGH SCHOOL,MOUNTAIN VIEW HIGH SCHOOL,,0.576404956,184.45,107.0766667,799.7366667
347270,79912,31.8485833,-106.5343159,ZIP,,,,5999,0,0,0,0
347271,79928,31.757176,-106.486005,TESTCENTER,2272753,HIGH SCHOOL,EL DORADO HIGH SCHOOL,,0.559873597,399.5,229.7533333,1252.02
347272,79902,31.776317,-106.493165,TESTCENTER,2272407,4 YR COLLEGE/UNIVERSITY,UNIV OF TEXAS AT EL PASO,,0.540816802,146.0413333,79.222,1078.066
347273,79901,31.7606182,-106.4785782,ZIP,,,,915,0,0,0,0
347274,79930,31.8293039,-106.483334,ZIP,,,,2081,0,0,0,0
347275,79930,31.804795,-106.456754,TESTCENTER,2270542,HIGH SCHOOL,STEPHEN F AUSTIN HIGH SCHOOL,,0.127084559,1360,172.835,1626.5425
347276,79903,31.7861822,-106.4419366,ZIP,,,,1334,0,0,0,0
347277,79903,31.786213,-106.440569,TESTCENTER,2272243,HIGH SCHOOL,LORETTO ACADEMY HIGH SCHOOL,,0.268153842,214.9285714,54.29357143,397.1864286
347278,79920,31.8247251,-106.4517273,ZIP,,,,14,0,0,0,0
347279,79911,31.8924665,-106.5425963,ZIP,,,,72,0,0,0,0
347280,79904,31.8527642,-106.4476358,ZIP,,,,2777,0,0,0,0
347281,79904,31.853334,-106.438135,TESTCENTER,2272369,HIGH SCHOOL,CHAPIN HIGH SCHOOL,,0.435400145,451.0666667,196.5166667,1618.283333
347282,79934,31.9506695,-106.4335178,ZIP,,,,1511,0,0,0,0
347283,88027,32.0441277,-106.7895818,ZIP,,,,41,0,0,0,0
347284,88044,32.1479778,-106.8058499,ZIP,,,,290,0,0,0,0
347285,88047,32.2100437,-106.7146906,ZIP,,,,189,0,0,0,0
347286,88007,32.4411094,-106.921281,ZIP,,,,1889,0,0,0,0
347287,88005,32.2583484,-106.8231261,ZIP,,,,1924,0,0,0,0
347288,88046,32.2500227,-106.8022644,ZIP,,,,42,0,0,0,0
347289,88005,32.316076,-106.79908,TESTCENTER,2273172,HIGH SCHOOL,ALMA D'ARTE CHARTER HIGH SCHOOL,,0.141623529,170,24.076,172.326
347290,88003,32.27,-106.75,TESTCENTER,2270995,4 YR COLLEGE/UNIVERSITY,NEW MEXICO STATE UNIVERSITY,,0.452021998,125.8,56.22066667,1089.66
347291,88001,32.2900508,-106.7538903,ZIP,,,,3864,0,0,0,0
347292,88003,32.280653,-106.7459438,ZIP,,,,539,0,0,0,0
347293,88001,32.317522,-106.743509,TESTCENTER,2272629,OTHER,MESILLA VALLEY CHRISTIAN SCHOOLS,,0.146497913,103.7,14.482,516.7855
347294,88005,32.31,-106.74,TESTCENTER,2270994,HIGH SCHOOL,MAYFIELD HIGH SCHOOL,,0.460611743,246.7833333,106.2273333,810.3553333
347295,88011,32.32,-106.7,TESTCENTER,2270999,HIGH SCHOOL,ONATE HIGH SCHOOL,,0.263897611,477.7,126.0638889,731.9033333
347296,88032,32.3995623,-106.8187718,ZIP,,,,9,0,0,0,0
347297,88024,32.0705552,-106.6394111,ZIP,,,,23,0,0,0,0
347298,88081,32.01085,-106.570172,TESTCENTER,2271008,HIGH SCHOOL,CHAPARRAL HIGH SCHOOL,,0.242433007,340,82.42722222,749.375
347299,88048,32.1634472,-106.6600857,ZIP,,,,372,0,0,0,0
347300,88072,32.1380637,-106.6161063,ZIP,,,,232,0,0,0,0
347301,88001,32.173,-106.455,TESTCENTER,2270993,HIGH SCHOOL,LAS CRUCES HIGH SCHOOL,,0.260922126,548.25,143.0505556,850.6788889
347302,88011,32.3224425,-106.6562757,ZIP,,,,1694,0,0,0,0
347303,88052,32.4253624,-106.599422,ZIP,,,,21,0,0,0,0
347304,88002,32.4629474,-106.4861578,ZIP,,,,145,0,0,0,0
347305,79907,31.7,-106.34,TESTCENTER,2270539,HIGH SCHOOL,YSLETA HIGH SCHOOL,,0.114492214,614,70.28411765,521.9758824
347306,79849,31.708908,-106.329281,TESTCENTER,2267345,HIGH SCHOOL,SAN ELISARIO HIGH SCHOOL,,0.566916093,207.1544444,119.2966667,606.6255556
347307,79907,31.7072306,-106.3265627,ZIP,,,,4985,0,0,0,0
347308,79849,31.5606493,-106.250112,ZIP,,,,1468,0,0,0,0
347309,79836,31.5725501,-106.1988658,ZIP,,,,535,0,0,0,0
347310,79927,31.65,-106.29,TESTCENTER,2270541,HIGH SCHOOL,SOCORRO HIGH SCHOOL,,0.473295769,365.16,175.799,815.298
347311,79927,31.640206,-106.2689485,ZIP,,,,3756,0,0,0,0
347312,79905,31.767447,-106.430445,TESTCENTER,2267814,HIGH SCHOOL,BOWIE HIGH SCHOOL,,0.218855825,433.5,94.874,867.5186667
347313,79905,31.767447,-106.430445,TESTCENTER,2268703,HIGH SCHOOL,JEFFERSON HIGH SCHOOL,,0.157614379,527,83.06277778,884.2655556
347314,79905,31.7660538,-106.4262015,ZIP,,,,2309,0,0,0,0
347315,79915,31.74,-106.37,TESTCENTER,2270544,2 YR COMM COLLEGE,EL PASO COMMUNITY COLLEGE,,0.468286126,121.5,56.97823529,378.7235294
347316,79915,31.743234,-106.368605,TESTCENTER,2268339,HIGH SCHOOL,BEL AIR HIGH SCHOOL,,0.169875547,480.5333333,82.78111111,531.52
347317,79915,31.7460407,-106.3714257,ZIP,,,,3353,0,0,0,0
347318,79916,31.8141573,-106.4180299,ZIP,,,,428,0,0,0,0
347319,79906,31.8106505,-106.404743,ZIP,,,,292,0,0,0,0
347320,79925,31.781402,-106.361317,TESTCENTER,2268043,HIGH SCHOOL,BURGES HIGH SCHOOL,,0.292146616,508.8666667,149.7961111,1234.890556
347321,79925,31.77,-106.35,TESTCENTER,2270540,HIGH SCHOOL,EASTWOOD HIGH SCHOOL,,0.353674039,322.0083333,115.4941667,761.8691667
347322,79935,31.7677146,-106.3293316,ZIP,,,,1431,0,0,0,0
347323,79925,31.7969504,-106.3568802,ZIP,,,,3022,0,0,0,0
347324,79924,31.902098,-106.414857,TESTCENTER,2269286,HIGH SCHOOL,IRVIN HIGH SCHOOL,,0.221764706,544,120.64,1107.795333
347325,79924,31.902098,-106.414857,TESTCENTER,2271051,HIGH SCHOOL,ANDRESS HIGH SCHOOL,,0.170630623,680,116.0288235,963.9558824
347326,79924,31.902098,-106.414857,TESTCENTER,2272549,HIGH SCHOOL,PARKLAND HIGH SCHOOL,,0.02971201,1020,30.30625,294.8825
347327,79924,31.9024425,-106.4132452,ZIP,,,,5050,0,0,0,0
347328,79908,31.8572011,-106.3803884,ZIP,,,,457,0,0,0,0
347329,79936,31.73117,-106.28044,TESTCENTER,2269736,HIGH SCHOOL,AMERICAS HIGH SCHOOL,,0.600341517,273.1333333,160.3766667,1786.4
347330,79936,31.776593,-106.2969765,ZIP,,,,10643,0,0,0,0
347331,79938,31.822773,-106.187046,TESTCENTER,2272167,HIGH SCHOOL,EL PASO HIGH SCHOOL,,0.427794761,268.3166667,117.0216667,1077.42525
347332,79838,31.4828393,-106.1680494,ZIP,,,,907,0,0,0,0
347333,79838,31.50244,-106.15023,TESTCENTER,2267540,HIGH SCHOOL,FABENS HIGH SCHOOL,,0.113267084,212.33,24.05,229.13
347334,79928,31.631426,-106.1600652,ZIP,,,,4663,0,0,0,0
347335,79938,31.8297121,-105.9713625,ZIP,,,,4815,0,0,0,0
347336,88081,32.2312423,-106.2305676,ZIP,,,,1496,0,0,0,0
347337,88012,32.583386,-106.7713771,ZIP,,,,2074,0,0,0,0
347338,88310,32.641272,-106.0728832,ZIP,,,,2258,0,0,0,0
347339,88330,32.8365857,-106.0773933,ZIP,,,,223,0,0,0,0
347340,88311,32.8121024,-105.9906066,ZIP,,,,36,0,0,0,0
347341,88310,32.893186,-105.948544,TESTCENTER,2271017,HIGH SCHOOL,ALAMOGORDO HIGH SCHOOL,,0.381032086,170,64.77545455,476.73
347342,88310,32.893186,-105.948544,TESTCENTER,2272258,HIGH SCHOOL,ACADEMY DEL SOL HIGH SCHOOL,,0.030078431,85,2.556666667,126.72
347343,88352,33.065049,-106.010789,TESTCENTER,2274087,HIGH SCHOOL,TULAROSA HIGH SCHOOL,,0.439364496,47.6,20.91375,228.18125
347344,88352,33.1658905,-105.9938612,ZIP,,,,325,0,0,0,0
347345,79847,31.8359049,-105.0529571,ZIP,,,,3,0,0,0,0
347346,79837,32.2335768,-105.2865584,ZIP,,,,41,0,0,0,0
347347,88350,32.6406069,-105.6783211,ZIP,,,,12,0,0,0,0
347348,88347,32.7561846,-105.657681,ZIP,,,,2,0,0,0,0
347349,88325,32.8566054,-105.8583776,ZIP,,,,40,0,0,0,0
347350,88337,32.996694,-105.8846985,ZIP,,,,148,0,0,0,0
347351,88317,32.95794,-105.74276,TESTCENTER,2272795,HIGH SCHOOL,CLOUDCROFT HIGH SCHOOL,,0.111449115,153.68,17.1275,224.5833333
347352,88354,32.7514534,-105.4982647,ZIP,,,,5,0,0,0,0
347353,88317,32.923929,-105.6367887,ZIP,,,,92,0,0,0,0
347354,88314,33.1103281,-105.8671986,ZIP,,,,19,0,0,0,0
347355,88340,33.216436,-105.774293,TESTCENTER,2268567,HIGH SCHOOL,MESCALERO APACHE SCHOOL,,0.191722689,95.2,18.252,150.502
347356,88341,33.4741456,-105.8453006,ZIP,,,,24,0,0,0,0
347357,88312,33.4216483,-105.737988,ZIP,,,,109,0,0,0,0
347358,88345,33.3477593,-105.6808338,ZIP,,,,437,0,0,0,0
347359,88345,33.347406,-105.650994,TESTCENTER,2271022,HIGH SCHOOL,RUIDOSO HIGH SCHOOL,,0.339568965,197.2,66.963,411.103
347360,88340,33.1761347,-105.5832417,ZIP,,,,343,0,0,0,0
347361,88346,33.3538004,-105.5400747,ZIP,,,,244,0,0,0,0
347362,88324,33.3897796,-105.4390815,ZIP,,,,7,0,0,0,0
347363,88338,33.4739832,-105.3994669,ZIP,,,,6,0,0,0,0
347364,88344,32.5587264,-105.2924813,ZIP,,,,15,0,0,0,0
347365,88339,32.9617855,-105.2310315,ZIP,,,,20,0,0,0,0
347366,88250,32.7019844,-104.9558463,ZIP,,,,14,0,0,0,0
347367,88348,33.3961695,-105.3583899,ZIP,,,,20,0,0,0,0
347368,88336,33.3305478,-105.2765009,ZIP,,,,28,0,0,0,0
347369,88351,33.5494221,-105.0877153,ZIP,,,,7,0,0,0,0
347370,79834,29.1661139,-103.2705356,ZIP,,,,3,0,0,0,0
347371,78843,29.358463,-100.7768832,ZIP,,,,27,0,0,0,0
347372,79845,29.557302,-104.35511,TESTCENTER,2270532,HIGH SCHOOL,PRESIDIO HIGH SCHOOL,,0.297531777,456.7333333,134.0516667,690.5066667
347373,79845,29.8880459,-104.5191386,ZIP,,,,501,0,0,0,0
347374,79846,29.3879688,-103.990395,ZIP,,,,3,0,0,0,0
347375,79843,30.2852963,-104.0057613,ZIP,,,,143,0,0,0,0
347376,79854,30.59127,-104.6601571,ZIP,,,,9,0,0,0,0
